File Name,Area,Perimeter,Hu Moment 1,Hu Moment 2,Hu Moment 3,Hu Moment 4,Hu Moment 5,Hu Moment 6,Hu Moment 7,Label
0804.jpg,19259.5,689.0020879507065,0.21113682713709503,0.007579635993515155,0.005350618448881775,0.0003618507198645481,5.031248162435443e-07,3.145990712961034e-05,-1.933367065244329e-08,5
0216.jpg,34573.0,760.710676908493,0.1774658156383464,0.0038893966836324205,0.00011494570923960401,2.1084519363421606e-06,1.7523564324115256e-11,9.920181278436136e-08,2.7755032593013553e-11,0
0614.jpg,31103.0,741.9655101299286,0.17588302601565703,0.0025856299361103597,0.00031313944140464237,9.806201044832184e-06,9.577647133581885e-11,2.7806998963184763e-07,5.348934733065796e-10,0
0781.jpg,36901.5,782.8700572252274,0.17504580235747125,0.0028406558313433024,3.104534631797722e-06,1.1146850713685152e-08,-1.8655183572259389e-16,2.2751236243585333e-10,2.065198783184426e-15,0
0468.jpg,26546.0,677.671135187149,0.18646128403160867,0.005467610539403024,0.0014634114505947416,0.00010310579211231832,3.8970994590457936e-08,7.555494728358533e-06,9.235974258642214e-09,3
1091.jpg,27827.0,735.4213538169861,0.18381417204724754,0.005284155545764891,0.0001600960907889955,9.828326299959564e-06,-1.2086599537309393e-10,-3.8236076637057164e-07,-3.706520677695735e-10,3
0313.jpg,28344.0,740.1076455116272,0.17586592017358704,0.002822812676002611,0.0004100399485852706,1.2529491292771773e-05,5.696402613077187e-10,3.6438844595081806e-07,-6.94298956772308e-10,3
0930.jpg,37928.0,767.3969691991806,0.1726934600379408,0.0024469239028065116,6.816750460440865e-06,5.299984797602191e-07,-1.0070434730741724e-12,-2.621458611279185e-08,-2.6684615089328825e-14,0
0725.jpg,36560.0,781.1126978397369,0.17591502190796857,0.003141247521273602,1.7424128654213485e-06,1.557997109392239e-08,-1.5146055880836577e-15,-5.3576077571350814e-11,2.0725462370283484e-15,0
0591.jpg,25665.5,692.1736605167389,0.18107575968953712,0.002681883639159127,0.0013857904369471005,8.491453141868053e-05,2.5912164819335956e-08,3.306024909359978e-06,1.3305774180269687e-08,3
0727.jpg,28249.0,674.0142810344696,0.16986990343282043,0.001991614892357415,0.00042702272144940753,8.125070686077006e-06,3.0231027732401744e-10,2.4096921394503283e-07,-3.710250941384363e-10,3
0109.jpg,38221.0,786.1421352624893,0.1737917619892893,0.0024262834040623773,8.440531816622902e-08,4.87598831749795e-09,9.891731437869518e-17,3.645249349977637e-11,-5.442511039247871e-19,0
0168.jpg,32993.0,775.2792184352875,0.16975906123116713,0.0014978002345844986,1.2207316005071628e-05,6.192866966544515e-08,5.38369471998241e-14,-1.914402758033561e-09,9.47819587352764e-16,0
0463.jpg,36991.0,781.4558436870575,0.17508636732280747,0.002879551850905614,2.6177474484211394e-06,2.784340090862133e-08,-7.350819260309706e-15,-1.2639075056673676e-09,1.5720874837742903e-15,0
0903.jpg,32449.0,743.4213536977768,0.17287825100875065,0.0023527608726929532,9.920169818320588e-05,2.3494201811048743e-06,-2.659006610012423e-11,-5.2707863614604185e-08,2.4071620476299966e-11,0
0172.jpg,28344.0,740.1076455116272,0.17586592017358704,0.002822812676002611,0.0004100399485852706,1.2529491292771773e-05,5.696402613077187e-10,3.6438844595081806e-07,-6.94298956772308e-10,3
0967.jpg,23067.0,642.7249585390091,0.18341774849801046,0.004215558515257294,0.0011540492438089714,1.874545813919175e-05,1.404462224647783e-09,2.4619075879380133e-07,2.372597146632877e-09,3
0987.jpg,27025.5,758.2670258283615,0.19827124196601484,0.008312965716909789,0.0004261646048564527,1.5043895392148051e-05,-7.689943243242835e-10,-1.3177559418406642e-06,9.271554642442965e-10,3
0270.jpg,26953.5,701.0020879507065,0.17951528476490017,0.004755075899616752,0.00025342307002928355,1.077038526843055e-05,2.5034427396735197e-10,5.27996191256709e-07,-5.039333807863241e-10,3
0805.jpg,32080.0,767.6812393665314,0.17503975329810528,0.00255714888076205,0.00020918951194084514,1.2714167884975808e-06,-9.15870747048913e-12,-6.292871922101522e-08,1.860252667652835e-11,0
0081.jpg,32578.0,752.9949476718903,0.17320651144618626,0.0021837905538383273,6.516488259390325e-05,1.3622867739384888e-06,-5.222545656921222e-12,-2.283480239332832e-08,1.1724874003116154e-11,0
0829.jpg,32449.0,743.4213536977768,0.17287825100875065,0.0023527608726929532,9.920169818320588e-05,2.3494201811048743e-06,-2.659006610012423e-11,-5.2707863614604185e-08,2.4071620476299966e-11,0
0166.jpg,35278.5,789.2132030725479,0.17407707829955074,0.0019428269298352781,0.0001658684771155869,6.8577221151837836e-06,1.4305139459863152e-10,1.5192174146958285e-07,-1.8174186485834733e-10,0
1116.jpg,34436.0,757.1959581375122,0.17285198128541748,0.0020305377743174546,0.00012799427184773303,5.133663520408962e-06,-1.6297406636589226e-11,-1.6733061145712144e-08,-1.3058100017686635e-10,0
0844.jpg,26884.5,788.1248904466629,0.19138352677296086,0.004546771580255092,0.0018006072964394727,0.00017162633005387954,9.504383363531675e-08,1.1162166948872455e-05,-8.329505521580224e-09,3
1089.jpg,25838.0,766.7106767892838,0.2226279434762033,0.012171693590657538,0.0029751259868881002,0.0002447180858906166,-1.943480130040256e-08,-5.870042185264823e-06,2.0790383010619628e-07,3
0705.jpg,21256.5,688.6589425802231,0.193739580325087,0.005753057171223198,0.0019995602444318906,3.7589308704998984e-05,-5.213699373641279e-09,-2.574515833446307e-06,-8.889210918710692e-09,5
0336.jpg,27108.0,728.735062122345,0.1762453953130421,0.00245129835697751,0.0004913183837309496,7.159762200958453e-06,1.0570566510521868e-10,1.408703841270569e-07,-4.112815377746828e-10,3
0314.jpg,28344.0,740.1076455116272,0.17586592017358704,0.002822812676002611,0.0004100399485852706,1.2529491292771773e-05,5.696402613077187e-10,3.6438844595081806e-07,-6.94298956772308e-10,3
0470.jpg,36718.5,775.8406196832657,0.17399987057057834,0.002736573916271142,9.05410965593009e-06,2.1687679149412241e-07,2.2091581191788784e-13,-7.385322491074564e-09,-2.0870177394092086e-13,0
