File Name,Area,Perimeter,Hu Moment 1,Hu Moment 2,Hu Moment 3,Hu Moment 4,Hu Moment 5,Hu Moment 6,Hu Moment 7,Label
0001.jpg,134729.5,1565.4974738359451,0.1801532560611248,0.004145250846306992,0.0003356512429217123,9.552676245730572e-06,5.407070807777797e-10,6.087237240557389e-07,1.5116860014374116e-11,0
0002.jpg,130779.5,1508.1736608743668,0.17086699402677397,0.0014130456221797501,9.6136005499369e-05,1.5055675223395194e-06,-1.810092669182289e-11,-5.657040918628485e-08,-6.646529347462561e-13,0
0003.jpg,107648.5,1403.7615364789963,0.17952089244914143,0.004758343893621086,0.0002525500303719786,1.0837573788444226e-05,2.499855165696236e-10,5.273230178334625e-07,-5.08900376552023e-10,2
0004.jpg,100999.5,1459.452878832817,0.19361102450310053,0.007147897174898607,0.0010608367705330782,0.00013766198741750236,5.255116083155219e-08,1.0091773296321697e-05,-2.427935652955649e-09,2
0005.jpg,146799.5,1550.9533175230026,0.17397009048776452,0.00274462973229003,8.673996236369155e-06,1.943016119578821e-07,1.7717487518658207e-13,-7.033879681039258e-09,-1.7954689688054197e-13,0
0006.jpg,131862.0,1554.558436870575,0.16977967962152135,0.00150108629250068,1.265156088927339e-05,5.8951004355989906e-08,5.075625847346955e-14,-1.903175947145112e-09,-3.962222492161162e-15,0
0007.jpg,136897.5,1572.315795660019,0.17944961462367243,0.003959738950639075,0.0002902830306017349,5.9742200908911e-06,2.482449601381359e-10,3.7475706189638626e-07,-1.6456829708534943e-11,0
0008.jpg,105226.5,1469.9137754440308,0.1889398242141997,0.006861321413129449,0.00029388518357741414,1.3153024030765304e-05,7.971272281900346e-10,1.0546520738469888e-06,-1.825484009256131e-10,2
0009.jpg,112773.0,1348.0285626649857,0.16980951057732963,0.0019808730303864566,0.00042559680551079054,8.126910852132305e-06,3.0512973674107505e-10,2.419536395555389e-07,-3.6788212999075404e-10,2
0010.jpg,128220.0,1535.7056245803833,0.1750953285804004,0.002564555933887955,0.0002106262917302443,1.2717379128920635e-06,-8.614298246153408e-12,-6.328129550521282e-08,1.8947580658158884e-11,0
0011.jpg,140526.5,1524.007140159607,0.1723789248288671,0.0018964319767455647,6.69164389856599e-05,2.021307035890773e-06,-1.8636359964173947e-11,-5.3144160690584904e-08,1.4328643143968662e-11,0
0012.jpg,135455.5,1484.1736624240875,0.17135339784158232,0.0020621456815795775,6.537258319658184e-05,2.2427736821423197e-07,7.036556408694278e-13,1.0440024273067158e-09,4.922923075080954e-13,0
0013.jpg,125420.0,1511.847759962082,0.17567539830382034,0.0025796191994744595,8.172763001692303e-05,4.269118984678261e-06,-2.515128786685617e-11,4.65103023920846e-09,-7.567256719835315e-11,0
0014.jpg,137219.5,1516.1492756605148,0.17087000416891923,0.0016488337768180198,3.842551353681951e-06,6.84411214663389e-08,-1.8691932960339232e-14,1.5659827190429168e-09,2.970688633087331e-14,0
0015.jpg,89754.5,1532.8355666399002,0.20620470102159205,0.000540136844493626,0.004646377680262822,9.375622392998061e-05,5.881819445415934e-08,8.014921342138848e-07,-1.9227058834821216e-08,2
0016.jpg,115368.0,1510.7005722522736,0.17168972146839614,0.0016898566615302394,0.0003900794913153187,5.684441946688536e-06,-3.8351888797749184e-11,-9.624232578628053e-08,2.6491357738027603e-10,2
